KODS,TIPS_CD,STATUSS,APSTIPR,APST_PAK,VKUR_CD,VKUR_TIPS,NOSAUKUMS,SORT_NOS,ATRIB,PNOD_CD,DAT_SAK,DAT_MOD,DAT_BEIG,FOR_BUILD,PLAN_ADR,STD,KOORD_X,KOORD_Y,DD_N,DD_E
102493273,108,EKS,Y,252.0,100328144,107,40,0040,LV-2015,100034794.0,2001.01.25,2022.11.01,,N,N,"Zigfrīda Meierovica prospekts 40, Jūrmala, LV-2015",314335.16,487041.937,56.972412,23.786849
102493281,108,EKS,Y,252.0,100328144,107,41,0041,LV-2015,100034794.0,2001.01.25,2012.09.19,,N,N,"Zigfrīda Meierovica prospekts 41, Jūrmala, LV-2015",314402.228,487020.624,56.973014,23.786495
102493298,108,EKS,Y,254.0,100328144,107,42,0042,LV-2015,100034794.0,2001.01.25,2003.01.10,,N,N,"Zigfrīda Meierovica prospekts 42, Jūrmala, LV-2015",314328.94,487107.503,56.972358,23.787927
102493312,108,EKS,Y,254.0,100328144,107,43B,0043B,LV-2015,100034794.0,2001.01.25,2003.01.10,,Y,N,"Zigfrīda Meierovica prospekts 43B, Jūrmala, LV-2015",314519.484,487059.253,56.974068,23.787124
102493320,108,EKS,Y,254.0,100328144,107,7,0007,LV-2015,100034794.0,2001.01.25,2003.01.10,,N,N,"Zigfrīda Meierovica prospekts 7, Jūrmala, LV-2015",314245.445,486542.421,56.971592,23.778637
102493337,108,EKS,Y,252.0,100328144,107,9,0009,LV-2015,100034794.0,2001.01.25,2011.05.19,,N,N,"Zigfrīda Meierovica prospekts 9, Jūrmala, LV-2015",314338.569,486519.628,56.972428,23.778257
102493345,108,EKS,Y,254.0,100328152,107,11,0011,LV-2010,100031112.0,2001.01.25,2007.11.01,,N,N,"Zīlīšu iela 11, Jūrmala, LV-2010",314566.056,493909.589,56.974628,23.899811
102493353,108,EKS,Y,254.0,100328152,107,4,0004,LV-2010,100031112.0,2001.01.25,2007.11.01,,Y,N,"Zīlīšu iela 4, Jūrmala, LV-2010",314713.666,493762.317,56.975952,23.897385
102493361,108,EKS,Y,254.0,100328152,107,6,0006,LV-2010,100031112.0,2001.01.25,2007.11.01,,N,N,"Zīlīšu iela 6, Jūrmala, LV-2010",314686.623,493808.274,56.975709,23.898141
102493378,108,EKS,Y,254.0,100328152,107,7,0007,LV-2010,100031112.0,2001.01.25,2007.11.01,,N,N,"Zīlīšu iela 7, Jūrmala, LV-2010",314683.75,493880.587,56.975685,23.899331
102493386,108,EKS,Y,252.0,100328160,107,1,0001,LV-2011,100037734.0,2001.01.25,2014.04.25,,N,N,"Zivju iela 1, Jūrmala, LV-2011",310915.606,475983.958,56.941251,23.605281
102493394,108,EKS,Y,252.0,100328160,107,11,0011,LV-2011,100037734.0,2001.01.25,2021.01.25,,Y,N,"Zivju iela 11, Jūrmala, LV-2011",310501.322,476183.533,56.93754,23.6086
102493400,108,EKS,Y,252.0,100328160,107,5,0005,LV-2011,100037734.0,2001.01.25,2021.01.22,,N,N,"Zivju iela 5, Jūrmala, LV-2011",310726.737,476099.45,56.93956,23.607197
102493417,108,EKS,Y,254.0,100328177,107,1,0001,LV-2010,100031112.0,2001.01.25,2003.01.10,,N,N,"Zušu iela 1, Jūrmala, LV-2010",316268.928,494662.103,56.989935,23.912154
102493433,108,EKS,Y,254.0,100328177,107,4,0004,LV-2010,100031112.0,2001.01.25,2003.01.10,,Y,N,"Zušu iela 4, Jūrmala, LV-2010",316181.199,494599.898,56.989146,23.911132
102493441,108,EKS,Y,252.0,100328185,107,10,0010,LV-2015,100034794.0,2001.01.25,2006.08.19,,N,N,"Zvaigžņu iela 10, Jūrmala, LV-2015",314003.222,489085.257,56.969483,23.820474
102493458,108,EKS,Y,252.0,100328185,107,16,0016,LV-2015,100034794.0,2001.01.25,2012.09.19,,N,N,"Zvaigžņu iela 16, Jūrmala, LV-2015",313874.651,489134.82,56.968329,23.821295
102493466,108,EKS,Y,254.0,100328208,107,12,0012,LV-2016,100033462.0,2001.01.25,2003.01.10,,N,N,"Zvārtas iela 12, Jūrmala, LV-2016",313506.152,476209.93,56.964534,23.608751
102493474,108,EKS,Y,254.0,100328208,107,21,0021,LV-2016,100033462.0,2001.01.25,2003.01.10,,Y,N,"Zvārtas iela 21, Jūrmala, LV-2016",313586.547,476188.807,56.965255,23.608396
102493482,108,EKS,Y,254.0,100328208,107,25,0025,LV-2016,100033462.0,2001.01.25,2003.01.10,,N,N,"Zvārtas iela 25, Jūrmala, LV-2016",313632.419,476215.238,56.965669,23.608826
102493490,108,EKS,Y,252.0,100328208,107,26,0026,LV-2016,100033462.0,2001.01.25,2022.03.28,,N,N,"Zvārtas iela 26, Jūrmala, LV-2016",313679.191,476428.687,56.9661,23.612333
102493505,108,EKS,Y,254.0,100328208,107,27,0027,LV-2016,100033462.0,2001.01.25,2003.01.10,,N,N,"Zvārtas iela 27, Jūrmala, LV-2016",313727.838,476360.99,56.966534,23.611215
102493513,108,EKS,Y,254.0,100328216,107,1,0001,LV-2015,100034794.0,2001.01.25,2003.01.10,,Y,N,"Zvejas iela 1, Jūrmala, LV-2015",313456.553,489617.204,56.964584,23.829246
102493521,108,EKS,Y,254.0,100328216,107,11,0011,LV-2015,100034794.0,2001.01.25,2003.01.10,,N,N,"Zvejas iela 11, Jūrmala, LV-2015",313510.844,489800.74,56.965076,23.832262
102493538,108,EKS,Y,254.0,100328216,107,3,0003,LV-2015,100034794.0,2001.01.25,2003.01.10,,N,N,"Zvejas iela 3, Jūrmala, LV-2015",313465.459,489662.917,56.964665,23.829997
102493554,108,EKS,Y,252.0,100328240,107,13,0013,LV-2008,100035056.0,2001.01.25,2019.12.19,,N,N,"Žubītes iela 13, Jūrmala, LV-2008",313037.64,482743.724,56.960615,23.716235
102493562,108,EKS,Y,252.0,100328240,107,18A,0018A,LV-2008,100035056.0,2001.01.25,2003.05.27,,N,N,"Žubītes iela 18A, Jūrmala, LV-2008",312992.723,482670.739,56.960209,23.715038
102493570,108,EKS,Y,254.0,100328240,107,19,0019,LV-2008,100035056.0,2001.01.25,2003.01.10,,N,N,"Žubītes iela 19, Jūrmala, LV-2008",312956.771,482760.204,56.959889,23.716512
102493587,108,EKS,Y,252.0,100328240,107,21,0021,LV-2008,100035056.0,2001.01.25,2017.10.26,,N,N,"Žubītes iela 21, Jūrmala, LV-2008",312938.071,482759.91,56.959721,23.716508
102493595,108,EKS,Y,253.0,100328240,107,21A,0021A,LV-2008,100035056.0,2001.01.25,2009.06.30,,N,N,"Žubītes iela 21A, Jūrmala, LV-2008",312932.401,482761.463,56.959671,23.716534
102493601,108,EKS,Y,254.0,100328240,107,22,0022,LV-2008,100035056.0,2001.01.25,2003.01.10,,N,N,"Žubītes iela 22, Jūrmala, LV-2008",312908.006,482718.645,56.95945,23.715832
102493618,108,EKS,Y,254.0,100328240,107,25,0025,LV-2008,100035056.0,2001.01.25,2003.01.10,,N,N,"Žubītes iela 25, Jūrmala, LV-2008",312811.175,482780.368,56.958582,23.716853
102493626,108,EKS,Y,254.0,100328240,107,27A,0027A,LV-2008,100035056.0,2001.01.25,2003.01.10,,N,N,"Žubītes iela 27A, Jūrmala, LV-2008",312652.601,482815.611,56.957159,23.717444
102493634,108,EKS,Y,254.0,100328240,107,29,0029,LV-2008,100035056.0,2001.01.25,2003.01.10,,N,N,"Žubītes iela 29, Jūrmala, LV-2008",312632.839,482822.602,56.956982,23.71756
102493642,108,EKS,Y,252.0,100328240,107,30A,0030A,LV-2008,100035056.0,2001.01.25,2017.11.02,,N,N,"Žubītes iela 30A, Jūrmala, LV-2008",312577.875,482782.469,56.956487,23.716904
102493650,108,EKS,Y,254.0,100328240,107,34,0034,LV-2008,100035056.0,2001.01.25,2003.01.10,,Y,N,"Žubītes iela 34, Jūrmala, LV-2008",312483.709,482797.04,56.955641,23.71715
102493667,108,EKS,Y,254.0,100328240,107,38A,0038A,LV-2008,100035056.0,2001.01.25,2003.01.10,,N,N,"Žubītes iela 38A, Jūrmala, LV-2008",312426.294,482796.085,56.955125,23.717138
102493675,108,EKS,Y,254.0,100328240,107,38B,0038B,LV-2008,100035056.0,2001.01.25,2003.01.10,,N,N,"Žubītes iela 38B, Jūrmala, LV-2008",312415.321,482766.672,56.955026,23.716655
102493683,108,EKS,Y,254.0,100328240,107,40A,0040A,LV-2008,100035056.0,2001.01.25,2003.01.10,,N,N,"Žubītes iela 40A, Jūrmala, LV-2008",312376.355,482789.566,56.954676,23.717034
102493691,108,EKS,Y,252.0,100328240,107,41,0041,LV-2008,100035056.0,2001.01.25,2003.10.14,,Y,N,"Žubītes iela 41, Jūrmala, LV-2008",312389.775,482858.859,56.9548,23.718173
102493706,108,EKS,Y,254.0,100328240,107,42,0042,LV-2008,100035056.0,2001.01.25,2003.01.10,,N,N,"Žubītes iela 42, Jūrmala, LV-2008",312324.189,482819.775,56.954209,23.717534
102493714,108,EKS,Y,254.0,100328240,107,43,0043,LV-2008,100035056.0,2001.01.25,2003.01.10,,N,N,"Žubītes iela 43, Jūrmala, LV-2008",312320.552,482865.501,56.954178,23.718286
102493722,108,EKS,Y,252.0,100328240,107,45,0045,LV-2008,100035056.0,2001.01.25,2009.09.21,,N,N,"Žubītes iela 45, Jūrmala, LV-2008",312233.601,482869.483,56.953397,23.718358
102493730,108,EKS,Y,254.0,100328240,107,46A,0046A,LV-2008,100035056.0,2001.01.25,2003.01.10,,N,N,"Žubītes iela 46A, Jūrmala, LV-2008",312175.597,482839.753,56.952875,23.717873
102493747,108,EKS,Y,252.0,100328240,107,47,0047,LV-2008,100035056.0,2001.01.25,2008.02.26,,Y,N,"Žubītes iela 47, Jūrmala, LV-2008",312193.138,482896.725,56.953034,23.718808
102493755,108,EKS,Y,254.0,100328240,107,49A,0049A,LV-2008,100035056.0,2001.01.25,2003.01.10,,Y,N,"Žubītes iela 49A, Jūrmala, LV-2008",312131.748,482908.808,56.952483,23.719011
102493763,108,EKS,Y,254.0,100328240,107,50A,0050A,LV-2008,100035056.0,2001.01.25,2003.01.10,,N,N,"Žubītes iela 50A, Jūrmala, LV-2008",312056.203,482859.998,56.951803,23.718214
102493771,108,EKS,Y,252.0,100328240,107,51,0051,LV-2008,100035056.0,2001.01.25,2003.09.29,,Y,N,"Žubītes iela 51, Jūrmala, LV-2008",312085.944,482918.029,56.952072,23.719166
102493788,108,EKS,Y,254.0,100328240,107,55,0055,LV-2008,100035056.0,2001.01.25,2003.01.10,,N,N,"Žubītes iela 55, Jūrmala, LV-2008",311963.12,482929.026,56.950969,23.719355
102493796,108,EKS,Y,253.0,100328240,107,57,0057,LV-2008,100035056.0,2001.01.25,2014.12.01,,Y,N,"Žubītes iela 57, Jūrmala, LV-2008",311913.339,482926.82,56.950522,23.719322
102493802,108,EKS,Y,252.0,100328240,107,59,0059,LV-2008,100035056.0,2001.01.25,2007.03.12,,Y,N,"Žubītes iela 59, Jūrmala, LV-2008",311861.523,482930.064,56.950057,23.719379
102493810,108,EKS,Y,252.0,100328240,107,7,0007,LV-2008,100035056.0,2001.01.25,2012.09.11,,N,N,"Žubītes iela 7, Jūrmala, LV-2008",313188.233,482710.851,56.961967,23.715685
102493827,108,EKS,Y,252.0,100409203,107,3,0003,LV-2008,100035056.0,2001.01.25,2024.09.05,,N,N,"Rautenberga iela 3, Jūrmala, LV-2008",311646.886,484290.014,56.948177,23.741749
102493835,108,EKS,Y,252.0,100409203,107,5,0005,LV-2008,100035056.0,2001.01.25,2024.09.05,,N,N,"Rautenberga iela 5, Jūrmala, LV-2008",311675.12,484281.828,56.94843,23.741613
102493843,108,EKS,Y,254.0,100409203,107,7,0007,LV-2008,100035056.0,2001.01.25,2003.11.20,,N,N,"Rautenberga iela 7, Jūrmala, LV-2008",311708.468,484271.409,56.948729,23.741439
102493851,108,EKS,Y,254.0,100409211,107,1,0001,LV-2011,100037734.0,2001.01.25,2003.01.10,,Y,N,"Sienāžu iela 1, Jūrmala, LV-2011",310390.327,481032.011,56.936766,23.688287
102493868,108,EKS,Y,254.0,100409211,107,3,0003,LV-2011,100037734.0,2001.01.25,2003.01.10,,Y,N,"Sienāžu iela 3, Jūrmala, LV-2011",310381.647,480996.06,56.936687,23.687697
102493876,108,EKS,Y,254.0,100409211,107,7,0007,LV-2011,100037734.0,2001.01.25,2003.01.10,,Y,N,"Sienāžu iela 7, Jūrmala, LV-2011",310355.811,480928.082,56.936452,23.686581
102493884,108,EKS,Y,254.0,100409228,107,1,0001,LV-2011,100037734.0,2001.01.25,2003.01.10,,Y,N,"Skudru iela 1, Jūrmala, LV-2011",310459.295,481024.112,56.937386,23.688152
102493892,108,EKS,Y,252.0,100409228,107,2,0002,LV-2011,100037734.0,2001.01.25,2006.02.27,,Y,N,"Skudru iela 2, Jūrmala, LV-2011",310508.879,480977.508,56.937829,23.687382
102493907,108,EKS,Y,254.0,100409228,107,3,0003,LV-2011,100037734.0,2001.01.25,2003.01.10,,Y,N,"Skudru iela 3, Jūrmala, LV-2011",310446.863,480990.174,56.937273,23.687595
102493915,108,EKS,Y,252.0,100409228,107,4,0004,LV-2011,100037734.0,2001.01.25,2006.02.27,,Y,N,"Skudru iela 4, Jūrmala, LV-2011",310487.722,480949.397,56.937638,23.686922
102493923,108,EKS,Y,254.0,100409228,107,5,0005,LV-2011,100037734.0,2001.01.25,2003.01.10,,Y,N,"Skudru iela 5, Jūrmala, LV-2011",310438.017,480958.388,56.937192,23.687073
102493931,108,EKS,Y,254.0,100409228,107,7,0007,LV-2011,100037734.0,2001.01.25,2003.01.10,,Y,N,"Skudru iela 7, Jūrmala, LV-2011",310424.629,480922.539,56.93707,23.686485
102607141,108,EKS,Y,254.0,100322367,107,10,0010,LV-2011,100037734.0,2001.01.25,2003.01.10,,N,N,"1905. gada iela 10, Jūrmala, LV-2011",311515.746,476146.954,56.946651,23.607903
102607158,108,EKS,Y,254.0,100322367,107,22,0022,LV-2011,100037734.0,2001.01.25,2003.01.10,,N,N,"1905. gada iela 22, Jūrmala, LV-2011",311433.411,476052.441,56.945906,23.606357
102607166,108,EKS,Y,252.0,100322760,107,1,0001,LV-2012,100033952.0,2001.01.25,2018.01.26,,N,N,"Alejas iela 1, Jūrmala, LV-2012",310871.627,468827.253,56.940429,23.487666
102607174,108,EKS,Y,252.0,100322760,107,21,0021,LV-2012,100033952.0,2001.01.25,2014.03.11,,N,N,"Alejas iela 21, Jūrmala, LV-2012",311465.265,469211.618,56.945788,23.493911
102607182,108,EKS,Y,252.0,100322945,107,13,0013,LV-2008,100035056.0,2001.01.25,2006.12.27,,N,N,"Artūra iela 13, Jūrmala, LV-2008",312265.976,481220.194,56.953624,23.69124
102607205,108,EKS,Y,254.0,100323022,107,2,0002,LV-2008,100035056.0,2001.01.25,2003.01.10,,N,N,"Ausekļa iela 2, Jūrmala, LV-2008",312122.745,483694.329,56.952431,23.731926
102607213,108,EKS,Y,254.0,100323030,107,7,0007,LV-2015,100034794.0,2001.01.25,2003.01.10,,N,N,"Ausmas iela 7, Jūrmala, LV-2015",313586.091,489963.75,56.965755,23.83494
102607221,108,EKS,Y,254.0,100323047,107,30,0030,LV-2008,100035056.0,2001.01.25,2003.01.10,,N,N,"Aveņu iela 30, Jūrmala, LV-2008",311357.932,481258.433,56.945468,23.691936
102607238,108,EKS,Y,252.0,100323096,107,8,0008,LV-2008,100035056.0,2001.01.25,2017.10.26,,N,N,"Baložu iela 8, Jūrmala, LV-2008",313261.131,482846.902,56.962627,23.717917
102607254,108,EKS,Y,254.0,100323143,107,21A,0021A,LV-2010,100031112.0,2001.01.25,2003.01.10,,N,N,"Bauskas iela 21A, Jūrmala, LV-2010",314933.821,491615.585,56.977896,23.862062
102607262,108,EKS,Y,252.0,100323344,107,11,0011,LV-2010,100031112.0,2001.01.25,2014.03.14,,N,N,"Bulduru prospekts 11, Jūrmala, LV-2010",315479.514,490509.796,56.982776,23.843849
102607270,108,EKS,Y,254.0,100323424,107,40,0040,LV-2015,100034794.0,2001.01.25,2003.01.10,,N,N,"Ceriņu iela 40, Jūrmala, LV-2015",313493.342,485890.626,56.964816,23.767957
102607287,108,EKS,Y,254.0,100323473,107,93,0093,LV-2011,100037734.0,2001.01.25,2003.01.10,,N,N,"Cīruļu iela 93, Jūrmala, LV-2011",311789.738,479206.134,56.949259,23.658166
102607295,108,EKS,Y,252.0,100323498,107,2,0002,LV-2015,100034794.0,2001.01.25,2014.02.12,,N,N,"Dagdas iela 2, Jūrmala, LV-2015",315100.856,490181.386,56.979368,23.83846
102607301,108,EKS,Y,252.0,100323520,107,17,0017,LV-2011,100037734.0,2001.01.25,2011.09.08,,N,N,"Dambja iela 17, Jūrmala, LV-2011",312621.061,477325.356,56.956639,23.627174
102607318,108,EKS,Y,252.0,100323553,107,9,0009,LV-2008,100035056.0,2001.01.25,2011.05.31,,N,N,"Dārzu iela 9, Jūrmala, LV-2008",313227.653,483117.195,56.962336,23.722364
102607326,108,EKS,Y,254.0,100323561,107,2,0002,LV-2008,100035056.0,2001.01.25,2003.01.10,,N,N,"Daugavas iela 2, Jūrmala, LV-2008",312472.113,480525.329,56.955447,23.6798
102607334,108,EKS,Y,254.0,100323586,107,84,0084,LV-2008,100035056.0,2001.01.25,2003.01.10,,N,N,"Dāvja iela 84, Jūrmala, LV-2008",312151.055,479641.748,56.952525,23.665298
102607342,108,EKS,Y,252.0,100323594,107,30,0030,LV-2011,100037734.0,2001.01.25,2018.04.21,,Y,N,"Dīķu iela 30, Jūrmala, LV-2011",311858.35,475836.46,56.949712,23.602767
102607350,108,EKS,Y,254.0,100323674,107,110A,0110A,LV-2008,100035056.0,2001.01.25,2003.01.10,,N,N,"Dubultu prospekts 110A, Jūrmala, LV-2008",313343.813,483752.92,56.963402,23.732811
102607367,108,EKS,Y,254.0,100323674,107,118,0118,LV-2008,100035056.0,2001.01.25,2003.01.10,,N,N,"Dubultu prospekts 118, Jūrmala, LV-2008",313342.607,483585.169,56.963386,23.730052
102607375,108,EKS,Y,252.0,100323754,107,56,0056,LV-2008,100035056.0,2001.01.25,2017.10.27,,N,N,"Dzelzceļa iela 56, Jūrmala, LV-2008",312526.865,479832.705,56.955909,23.668408
102607383,108,EKS,Y,254.0,100323754,107,67,0067,LV-2008,100035056.0,2001.01.25,2003.01.10,,N,N,"Dzelzceļa iela 67, Jūrmala, LV-2008",312577.051,479926.051,56.956364,23.669939
102607391,108,EKS,Y,254.0,100323795,107,17,0017,LV-2011,100037734.0,2001.01.25,2003.01.10,,N,N,"Dzirksteles iela 17, Jūrmala, LV-2011",311805.701,477027.395,56.9493,23.622349
102607406,108,EKS,Y,254.0,100323795,107,29,0029,LV-2011,100037734.0,2001.01.25,2003.01.10,,N,N,"Dzirksteles iela 29, Jūrmala, LV-2011",311963.219,477228.509,56.950725,23.625641
102607414,108,EKS,Y,254.0,100323801,107,64,0064,LV-2011,100037734.0,2001.01.25,2003.01.10,,N,N,"Dzirnavu iela 64, Jūrmala, LV-2011",310741.579,476541.232,56.939716,23.614456
102607422,108,EKS,Y,254.0,100323801,107,74,0074,LV-2011,100037734.0,2001.01.25,2003.01.10,,N,N,"Dzirnavu iela 74, Jūrmala, LV-2011",310689.875,476452.97,56.939247,23.61301
102607430,108,EKS,Y,254.0,100323826,107,89,0089,LV-2010,100031112.0,2001.01.25,2003.01.10,,N,N,"Edinburgas prospekts 89, Jūrmala, LV-2010",315313.624,490843.565,56.981293,23.849347
102607447,108,EKS,Y,254.0,100323914,107,1,0001,LV-2016,100033462.0,2001.01.25,2003.01.10,,N,N,"Engures iela 1, Jūrmala, LV-2016",312964.691,475480.719,56.959632,23.596811
102607455,108,EKS,Y,254.0,100324024,107,3,0003,LV-2016,100033462.0,2001.01.25,2003.01.10,,N,N,"Ganību iela 3, Jūrmala, LV-2016",313240.506,476803.107,56.962178,23.618531
102607463,108,EKS,Y,254.0,100324161,107,17A,0017A,LV-2008,100035056.0,2001.01.25,2003.01.10,,N,N,"Gulbju iela 17A, Jūrmala, LV-2008",311321.746,481613.884,56.945157,23.697781
102607471,108,EKS,Y,254.0,100324161,107,35,0035,LV-2008,100035056.0,2001.01.25,2003.01.10,,N,N,"Gulbju iela 35, Jūrmala, LV-2008",311291.639,481001.617,56.944862,23.68772
102607488,108,EKS,Y,254.0,100324354,107,14,0014,LV-2011,100037734.0,2001.01.25,2003.01.10,,N,N,"Irbju iela 14, Jūrmala, LV-2011",312053.428,479079.903,56.951623,23.65607
102607496,108,EKS,Y,254.0,100324354,107,24,0024,LV-2011,100037734.0,2001.01.25,2003.01.10,,N,N,"Irbju iela 24, Jūrmala, LV-2011",311995.395,478860.928,56.951091,23.652474
102607502,108,EKS,Y,254.0,100324401,107,11,0011,LV-2012,100033952.0,2001.01.25,2018.06.08,,N,N,"Jaņa Rozentāla iela 11, Jūrmala, LV-2012",311094.451,468463.168,56.942406,23.481655
102607510,108,EKS,Y,254.0,100324434,107,54B,0054B,LV-2015,100034794.0,2001.01.25,2003.01.10,,N,N,"Jaunā iela 54B, Jūrmala, LV-2015",313831.238,488369.855,56.96792,23.808715
102607527,108,EKS,Y,252.0,100324434,107,59,0059,LV-2015,100034794.0,2001.01.25,2010.12.29,,N,N,"Jaunā iela 59, Jūrmala, LV-2015",313743.587,488468.881,56.967135,23.810348
102607535,108,EKS,Y,252.0,100324514,107,24,0024,LV-2015,100034794.0,2001.01.25,2012.01.25,,N,N,"Jomas iela 24, Jūrmala, LV-2015",314290.322,487496.943,56.972022,23.794335
102607543,108,EKS,Y,252.0,100324514,107,81,0081,LV-2015,100034794.0,2001.01.25,2012.01.27,,N,N,"Jomas iela 81, Jūrmala, LV-2015",314627.283,488562.631,56.975076,23.81185
102607551,108,EKS,Y,254.0,100324514,107,88,0088,LV-2015,100034794.0,2001.01.25,2003.01.10,,Y,N,"Jomas iela 88, Jūrmala, LV-2015",314559.13,488490.294,56.974462,23.810663
102607568,108,EKS,Y,254.0,100324522,107,5,0005,LV-2015,100034794.0,2001.01.25,2003.01.10,,N,N,"Juglas iela 5, Jūrmala, LV-2015",313927.216,485731.915,56.968709,23.765323
102607576,108,EKS,Y,254.0,100324588,107,6,0006,LV-2010,100031112.0,2001.01.25,2003.01.10,,N,N,"Jūrnieku iela 6, Jūrmala, LV-2010",316635.239,494756.842,56.993227,23.913706
102607584,108,EKS,Y,252.0,100324596,107,23,0023,LV-2008,100035056.0,2001.01.25,2012.01.04,,N,N,"Kadiķu iela 23, Jūrmala, LV-2008",312410.278,482450.882,56.954968,23.711463
102607592,108,EKS,Y,254.0,100324643,107,23,0023,LV-2008,100035056.0,2001.01.25,2003.01.10,,N,N,"Kalnu iela 23, Jūrmala, LV-2008",311020.045,481100.716,56.942426,23.689369
102607607,108,EKS,Y,254.0,100324684,107,36,0036,LV-2011,100037734.0,2001.01.25,2003.01.10,,N,N,"Kandavas iela 36, Jūrmala, LV-2011",311653.079,475804.676,56.947867,23.602264
102607615,108,EKS,Y,252.0,100324707,107,120,0120,LV-2016,100033462.0,2001.01.25,2013.02.08,,Y,N,"Kapteiņa Zolta iela 120, Jūrmala, LV-2016",313238.604,476505.753,56.962146,23.613641
102607631,108,EKS,Y,254.0,100324731,107,12,0012,LV-2008,100035056.0,2001.01.25,2003.01.10,,N,N,"Kārklu iela 12, Jūrmala, LV-2008",311906.288,480677.026,56.95037,23.682337
102607648,108,EKS,Y,254.0,100324748,107,1,0001,LV-2012,100033952.0,2001.01.25,2003.01.10,,N,N,"Karogu iela 1, Jūrmala, LV-2012",311562.398,468859.52,56.946637,23.488111
102607656,108,EKS,Y,252.0,100324772,107,7,0007,LV-2015,100034794.0,2001.01.25,2010.11.25,,N,N,"Kaudzīšu iela 7, Jūrmala, LV-2015",314699.276,488523.091,56.975722,23.811196
102607664,108,EKS,Y,252.0,100491133,107,1,0001,LV-2016,100033462.0,2001.01.25,2020.04.09,,N,N,"Palu iela 1, Jūrmala, LV-2016",313375.072,476738.923,56.963384,23.617463
102607672,108,EKS,Y,252.0,100324828,107,14,0014,LV-2015,100034794.0,2001.01.25,2004.01.13,,N,N,"Kļavu iela 14, Jūrmala, LV-2015",313730.445,485798.553,56.966943,23.76643
102607697,108,EKS,Y,252.0,100324885,107,50,0050,LV-2015,100034794.0,2001.01.25,2012.02.03,,N,N,"Konkordijas iela 50, Jūrmala, LV-2015",313891.799,488477.892,56.968467,23.810489
102607703,108,EKS,Y,252.0,100325075,107,9,0009,LV-2011,100037734.0,2001.01.25,2008.07.16,,N,N,"Lāčplēša iela 9, Jūrmala, LV-2011",312351.367,477130.795,56.954207,23.624
102607711,108,EKS,Y,254.0,100325083,107,6,0006,LV-2010,100031112.0,2001.01.25,2003.01.10,,N,N,"Lāču iela 6, Jūrmala, LV-2010",315740.325,493388.766,56.98517,23.891213
102607728,108,EKS,Y,254.0,100325227,107,18,0018,LV-2011,100037734.0,2001.01.25,2003.01.10,,N,N,"Leona Paegles iela 18, Jūrmala, LV-2011",311182.214,476898.438,56.943692,23.620286
102607736,108,EKS,Y,252.0,100325227,107,32,0032,LV-2011,100037734.0,2001.01.25,2012.02.14,,N,N,"Leona Paegles iela 32, Jūrmala, LV-2011",310998.699,476643.206,56.942031,23.616108
102607744,108,EKS,Y,254.0,100325268,107,31,0031,LV-2010,100031112.0,2001.01.25,2007.11.05,,N,N,"Lielais prospekts 31, Jūrmala, LV-2010",314647.338,494135.456,56.975361,23.903525
102607760,108,EKS,Y,254.0,100325372,107,6A,0006A,LV-2010,100031112.0,2001.01.25,2003.01.10,,N,N,"Loču iela 6A, Jūrmala, LV-2010",316650.459,494662.493,56.993362,23.912152
102607785,108,EKS,Y,254.0,100325686,107,35,0035,LV-2008,100035056.0,2001.01.25,2003.01.10,,N,N,"Mellužu prospekts 35, Jūrmala, LV-2008",313154.815,482908.638,56.961674,23.718939
102607793,108,EKS,Y,254.0,100325686,107,39,0039,LV-2008,100035056.0,2001.01.25,2003.01.10,,N,N,"Mellužu prospekts 39, Jūrmala, LV-2008",313154.815,482843.933,56.961672,23.717875
102607808,108,EKS,Y,253.0,100325700,107,33,0033,LV-2010,100031112.0,2001.01.25,2014.02.03,,N,N,"Meža prospekts 33, Jūrmala, LV-2010",315498.328,491033.854,56.982956,23.852471
102607816,108,EKS,Y,254.0,100325700,107,46,0046,LV-2010,100031112.0,2001.01.25,2003.01.10,,N,N,"Meža prospekts 46, Jūrmala, LV-2010",315661.6,491709.396,56.984435,23.863581
102607824,108,EKS,Y,254.0,100325741,107,18,0018,LV-2008,100035056.0,2001.01.25,2003.01.10,,N,N,"Mežsargu iela 18, Jūrmala, LV-2008",312884.888,482462.518,56.959233,23.711622
102607832,108,EKS,Y,254.0,100325741,107,29A,0029A,LV-2008,100035056.0,2001.01.25,2003.01.10,,N,N,"Mežsargu iela 29A, Jūrmala, LV-2008",312612.661,482546.474,56.95679,23.713021
102607840,108,EKS,Y,254.0,100325790,107,2,0002,LV-2010,100031112.0,2001.01.25,2003.01.10,,N,N,"Muižas iela 2, Jūrmala, LV-2010",315248.622,491085.026,56.980714,23.853322
102607857,108,EKS,Y,253.0,100325887,107,3,0003,LV-2015,100034794.0,2001.01.25,2014.11.26,,N,N,"Nomales iela 3, Jūrmala, LV-2015",313393.317,488678.121,56.963994,23.813805
102607865,108,EKS,Y,252.0,100325895,107,13,0013,LV-2016,100033462.0,2001.01.25,2017.08.23,,N,N,"Nometņu iela 13, Jūrmala, LV-2016",312904.724,476011.592,56.959121,23.605546
102607873,108,EKS,Y,252.0,100325975,107,13,0013,LV-2015,100034794.0,2001.01.25,2012.03.08,,N,N,"Omnibusa iela 13, Jūrmala, LV-2015",314542.916,487734.663,56.974297,23.798233
